;line;module;job_id;state;time
330;B;5;28;waiting_on_precedent;2022-02-18T09:30:02.947600
478;C;5;47;fetching_job;2022-02-18T06:06:38.967600
875;A;3;8;fetching_job;2022-02-18T10:15:55.357000
902;A;1;8;fetching_job;2022-02-18T07:17:10.701600
481;C;7;64;processing;2022-02-18T13:28:12.910400
482;C;1;57;processing;2022-02-18T08:31:11.335200
483;C;2;43;storing_job;2022-02-18T03:07:20.425000
484;C;7;42;waiting_on_precedent;2022-02-18T02:56:36.067000
1050;A;2;8;storing_job;2022-02-18T10:05:43.357000
1108;A;2;8;processing;2022-02-18T09:30:14.721400
339;B;5;28;storing_job;2022-02-18T10:11:47.524800
357;B;1;28;fetching_job;2022-02-18T04:12:04.032200
522;B;4;28;storing_job;2022-02-18T09:23:47.006000
490;C;6;56;storing_job;2022-02-18T10:10:33.387400
71;A;3;9;processing;2022-02-18T11:35:01.227600
635;B;2;28;storing_job;2022-02-18T07:24:32.612800
493;D;1;71;storing_job;2022-02-18T03:10:01.763600
494;C;2;64;waiting_on_precedent;2022-02-18T11:06:20.076199
666;B;3;28;storing_job;2022-02-18T07:58:56.970800
496;D;2;69;waiting_on_precedent;2022-02-18T02:20:59.201400
497;C;2;65;fetching_job;2022-02-18T11:51:47.393000
498;C;1;61;storing_job;2022-02-18T10:18:44.532600
499;C;3;59;waiting_on_precedent;2022-02-18T09:51:26.691200
500;D;2;69;storing_job;2022-02-18T02:50:12.593400
501;D;3;70;storing_job;2022-02-18T04:04:38.215199
502;C;2;54;fetching_job;2022-02-18T07:49:40.366200
273;A;3;9;fetching_job;2022-02-18T11:24:49.227600
504;C;1;50;processing;2022-02-18T04:44:50.003799
505;C;2;58;fetching_job;2022-02-18T09:16:12.321800
743;B;5;28;fetching_job;2022-02-18T09:30:25.006000
532;A;2;9;fetching_job;2022-02-18T10:15:55.357000
892;B;2;28;fetching_job;2022-02-18T06:37:48.409000
509;C;4;53;processing;2022-02-18T08:15:29.784200
966;B;1;28;waiting_on_next;2022-02-18T04:35:03.631000
994;B;6;28;fetching_job;2022-02-18T10:18:25.524800
512;C;6;41;waiting_on_precedent;2022-02-18T02:21:59.740800
657;A;3;9;waiting_on_precedent;2022-02-18T10:58:15.628800
514;C;1;53;fetching_job;2022-02-18T06:55:45.422800
515;C;2;50;processing;2022-02-18T05:12:00.588600
711;A;1;9;storing_job;2022-02-18T09:01:56.983800
1016;B;4;28;processing;2022-02-18T08:45:32.932400
518;C;6;40;storing_job;2022-02-18T02:17:13.740800
519;C;6;57;fetching_job;2022-02-18T10:15:19.387400
520;D;4;67;waiting_on_precedent;2022-02-18T02:29:22.540400
521;C;3;62;processing;2022-02-18T11:10:44.826400
1054;B;6;28;processing;2022-02-18T10:25:03.524800
838;A;1;9;fetching_job;2022-02-18T08:12:52.308000
524;C;6;62;storing_job;2022-02-18T12:16:41.974400
1076;B;5;28;processing;2022-02-18T09:37:03.006000
1033;A;2;9;processing;2022-02-18T10:26:07.357000
1078;B;3;28;processing;2022-02-18T07:37:48.612800
528;C;4;40;processing;2022-02-18T01:58:09.740800
529;C;3;45;storing_job;2022-02-18T04:12:17.967999
530;C;5;62;fetching_job;2022-02-18T11:44:50.158000
1189;B;4;28;fetching_job;2022-02-18T08:38:54.932400
1150;A;2;9;storing_job;2022-02-18T11:14:37.227600
533;C;4;63;storing_job;2022-02-18T12:02:23.870400
1161;A;1;9;processing;2022-02-18T08:23:04.308000
535;C;2;51;waiting_on_precedent;2022-02-18T05:32:40.268600
166;A;3;10;processing;2022-02-18T12:04:55.190200
1198;B;2;28;processing;2022-02-18T06:44:26.409000
538;C;4;61;storing_job;2022-02-18T11:10:44.826400
1199;B;3;28;fetching_job;2022-02-18T07:31:10.612800
1288;B;1;28;processing;2022-02-18T04:18:42.032200
541;D;1;67;storing_job;2022-02-18T01:39:19.539600
1316;B;1;28;storing_job;2022-02-18T04:53:30.168000
543;D;1;71;fetching_job;2022-02-18T02:49:41.326000
544;C;5;60;storing_job;2022-02-18T11:21:23.792000
545;C;4;60;fetching_job;2022-02-18T10:47:18.460400
229;A;3;10;fetching_job;2022-02-18T11:54:43.190200
239;A;3;10;fetching_job;2022-02-18T11:54:43.190200
451;A;1;10;fetching_job;2022-02-18T09:12:08.983800
9;B;1;29;processing;2022-02-18T05:06:46.168000
550;C;4;60;storing_job;2022-02-18T10:52:04.460400
671;A;2;10;storing_job;2022-02-18T11:35:01.227600
1229;A;1;10;processing;2022-02-18T09:22:20.983800
553;C;7;63;fetching_job;2022-02-18T12:49:59.622000
554;C;6;47;processing;2022-02-18T06:20:56.967600
79;B;5;29;waiting_on_precedent;2022-02-18T10:18:25.524800
136;B;4;29;fetching_job;2022-02-18T09:30:25.006000
557;C;2;40;processing;2022-02-18T01:39:05.740800
558;D;1;72;fetching_job;2022-02-18T03:13:21.763600
559;C;7;52;processing;2022-02-18T08:47:57.259600
560;C;1;45;fetching_job;2022-02-18T03:12:06.425000
561;C;4;49;processing;2022-02-18T06:11:24.967600
562;D;2;70;processing;2022-02-18T02:56:52.593400
155;B;6;29;fetching_job;2022-02-18T10:53:58.785600
1277;A;2;10;fetching_job;2022-02-18T11:24:49.227600
565;C;2;41;fetching_job;2022-02-18T02:04:10.067000
566;C;3;40;waiting_on_precedent;2022-02-18T01:00:00
567;C;1;58;fetching_job;2022-02-18T08:52:55.388600
299;B;4;29;processing;2022-02-18T09:37:03.006000
569;C;5;42;waiting_on_precedent;2022-02-18T02:42:18.067000
570;C;3;42;storing_job;2022-02-18T02:50:43.829400
571;C;3;52;processing;2022-02-18T07:42:48.003600
572;C;5;45;processing;2022-02-18T05:52:20.967600
573;C;3;40;storing_job;2022-02-18T01:48:37.740800
345;B;1;29;storing_job;2022-02-18T05:52:10.380400
575;C;1;41;fetching_job;2022-02-18T01:34:19.740800
374;B;3;29;fetching_job;2022-02-18T08:22:59.068400
1287;A;2;10;processing;2022-02-18T11:35:01.227600
431;B;1;29;fetching_job;2022-02-18T05:00:08.168000
579;C;5;65;idle;2022-02-18T13:19:14.185200
580;C;6;64;waiting_on_precedent;2022-02-18T12:49:59.622000
581;C;4;65;storing_job;2022-02-18T12:39:27.913000
434;B;6;29;processing;2022-02-18T11:00:36.785600
1344;A;1;10;storing_job;2022-02-18T09:49:46.172800
584;C;4;62;waiting_on_precedent;2022-02-18T11:15:30.826400
585;C;7;42;processing;2022-02-18T03:28:51.829400
586;C;6;48;processing;2022-02-18T06:44:49.663800
587;C;4;46;fetching_job;2022-02-18T04:34:56.650000
582;B;5;29;fetching_job;2022-02-18T10:24:31.326600
589;C;1;65;storing_job;2022-02-18T11:47:01.393000
590;C;6;64;processing;2022-02-18T12:59:22.189200
591;C;3;62;fetching_job;2022-02-18T11:05:58.826400
606;B;2;29;processing;2022-02-18T07:37:48.612800
634;B;4;29;storing_job;2022-02-18T10:17:53.326600
594;C;6;51;fetching_job;2022-02-18T07:56:25.472200
595;C;6;60;processing;2022-02-18T11:30:55.792000
596;C;7;50;processing;2022-02-18T07:55:44.836799
597;D;2;66;waiting_on_precedent;2022-02-18T01:00:00
598;C;7;44;fetching_job;2022-02-18T05:57:06.967600
599;C;6;61;fetching_job;2022-02-18T11:48:19.967600
600;C;7;44;waiting_on_precedent;2022-02-18T05:52:20.967600
601;C;1;44;processing;2022-02-18T03:07:20.425000
826;B;5;29;processing;2022-02-18T10:31:09.326600
61;A;2;11;storing_job;2022-02-18T12:56:28.760200
604;C;6;56;storing_job;2022-02-18T10:10:33.387400
605;C;6;44;processing;2022-02-18T05:52:20.967600
963;B;1;29;storing_job;2022-02-18T05:52:10.380400
156;A;3;11;waiting_on_precedent;2022-02-18T13:02:54.902800
608;C;6;46;fetching_job;2022-02-18T06:06:38.967600
1048;B;1;29;waiting_on_next;2022-02-18T05:31:05.698800
610;C;7;45;fetching_job;2022-02-18T06:19:02.942000
611;C;2;40;waiting_on_precedent;2022-02-18T01:00:00
612;C;5;51;storing_job;2022-02-18T07:51:39.472200
1095;B;2;29;fetching_job;2022-02-18T07:31:10.612800
1173;B;5;29;waiting_on_precedent;2022-02-18T10:18:25.524800
1178;B;3;29;storing_job;2022-02-18T08:50:49.102800
1212;B;3;29;processing;2022-02-18T08:29:37.068400
617;D;4;70;waiting_on_precedent;2022-02-18T03:54:08.786400
618;C;3;48;processing;2022-02-18T04:47:58.355599
619;C;1;48;storing_job;2022-02-18T04:25:46.003799
620;C;3;58;processing;2022-02-18T09:32:12.842400
621;C;1;41;storing_job;2022-02-18T01:59:24.067000
1362;B;5;29;storing_job;2022-02-18T10:31:09.326600
623;D;1;69;processing;2022-02-18T02:05:22.483600
624;C;4;41;processing;2022-02-18T02:28:00.067000
158;A;2;11;fetching_job;2022-02-18T11:45:13.227600
1376;B;2;29;storing_job;2022-02-18T08:16:21.068400
1389;B;3;29;waiting_on_precedent;2022-02-18T08:05:34.970800
180;A;1;11;processing;2022-02-18T10:10:10.172800
144;B;5;30;processing;2022-02-18T11:24:55.427000
160;B;4;30;fetching_job;2022-02-18T10:24:31.326600
208;B;1;30;storing_job;2022-02-18T06:44:26.409000
313;B;5;30;fetching_job;2022-02-18T11:18:17.427000
633;C;7;60;processing;2022-02-18T11:53:05.967600
354;B;2;30;storing_job;2022-02-18T09:05:47.982600
359;B;1;30;waiting_on_next;2022-02-18T06:22:52.316199
636;C;5;60;fetching_job;2022-02-18T10:59:20.665000
444;B;5;30;storing_job;2022-02-18T11:51:30.984600
638;C;5;45;storing_job;2022-02-18T05:52:20.967600
639;C;2;56;fetching_job;2022-02-18T08:26:25.335200
640;C;4;43;storing_job;2022-02-18T03:43:29.631000
641;C;2;61;processing;2022-02-18T10:28:16.532600
492;B;3;30;waiting_on_precedent;2022-02-18T08:57:27.102800
643;C;7;54;waiting_on_precedent;2022-02-18T09:13:08.634400
510;B;6;30;processing;2022-02-18T12:04:46.984600
531;B;1;30;processing;2022-02-18T06:05:26.380400
646;C;3;54;storing_job;2022-02-18T08:15:29.784200
647;D;2;66;processing;2022-02-18T01:22:54.865000
648;C;3;65;idle;2022-02-18T12:34:41.913000
649;C;4;45;storing_job;2022-02-18T04:30:10.650000
804;B;5;30;waiting_on_precedent;2022-02-18T10:37:47.326600
651;C;2;42;waiting_on_precedent;2022-02-18T02:13:42.067000
652;C;3;63;fetching_job;2022-02-18T11:29:25.296400
653;D;4;69;processing;2022-02-18T03:38:12.722199
654;C;3;52;fetching_job;2022-02-18T07:38:02.003600
835;B;3;30;fetching_job;2022-02-18T09:12:25.982600
656;D;4;73;idle;2022-02-18T07:19:04.580399
828;A;1;11;waiting_on_next;2022-02-18T10:10:10.172800
658;C;4;41;storing_job;2022-02-18T02:28:00.067000
659;C;6;63;storing_job;2022-02-18T12:45:13.622000
837;B;5;30;waiting_on_precedent;2022-02-18T10:37:47.326600
852;B;2;30;processing;2022-02-18T08:29:37.068400
662;C;3;44;fetching_job;2022-02-18T03:38:43.631000
663;C;1;52;processing;2022-02-18T06:50:59.422800
664;C;6;58;processing;2022-02-18T10:48:58.492800
853;B;4;30;processing;2022-02-18T10:31:09.326600
880;B;1;30;waiting_on_next;2022-02-18T06:22:52.316199
881;B;3;30;storing_job;2022-02-18T09:45:10.129000
668;C;4;65;fetching_job;2022-02-18T12:34:41.913000
925;B;2;30;fetching_job;2022-02-18T08:22:59.068400
950;B;1;30;fetching_job;2022-02-18T05:58:48.380400
989;A;3;11;processing;2022-02-18T13:16:52.760200
1001;B;4;30;processing;2022-02-18T10:31:09.326600
673;C;7;58;waiting_on_precedent;2022-02-18T10:48:58.492800
1008;A;1;11;storing_job;2022-02-18T10:26:07.357000
675;D;4;68;processing;2022-02-18T03:11:26.316999
1004;B;4;30;storing_job;2022-02-18T11:11:39.427000
1204;A;1;11;fetching_job;2022-02-18T09:59:58.172800
1221;A;3;11;fetching_job;2022-02-18T13:06:40.760200
679;C;5;56;fetching_job;2022-02-18T09:18:25.629000
1219;B;5;30;processing;2022-02-18T11:24:55.427000
1226;B;3;30;processing;2022-02-18T09:19:03.982600
682;D;1;72;storing_job;2022-02-18T03:27:04.039800
1222;A;2;11;processing;2022-02-18T11:55:25.227600
29;A;3;12;fetching_job;2022-02-18T14:18:01.686800
685;C;2;49;storing_job;2022-02-18T04:47:58.355599
686;D;1;66;processing;2022-02-18T01:03:20
687;D;3;73;processing;2022-02-18T06:22:46.441799
1355;B;6;30;fetching_job;2022-02-18T11:58:08.984600
51;A;2;12;storing_job;2022-02-18T14:07:49.686800
690;D;1;70;fetching_job;2022-02-18T02:34:12.033600
691;C;5;49;fetching_job;2022-02-18T06:40:03.663800
149;A;3;12;processing;2022-02-18T14:28:13.686800
693;C;1;58;storing_job;2022-02-18T09:11:26.321800
694;C;5;52;fetching_job;2022-02-18T08:10:43.784200
1384;B;6;30;waiting_on_precedent;2022-02-18T11:27:49.107200
162;A;1;12;fetching_job;2022-02-18T10:36:19.357000
697;C;7;55;processing;2022-02-18T09:34:11.844400
698;C;2;54;waiting_on_precedent;2022-02-18T07:47:34.003600
174;A;2;12;processing;2022-02-18T13:16:52.760200
700;C;3;40;processing;2022-02-18T01:48:37.740800
701;C;6;64;fetching_job;2022-02-18T12:54:36.189200
702;C;4;47;fetching_job;2022-02-18T05:47:34.967600
703;C;5;53;fetching_job;2022-02-18T08:33:39.259600
704;D;4;66;fetching_job;2022-02-18T02:13:05.291200
705;C;5;61;fetching_job;2022-02-18T11:26:09.792000
17;B;2;31;storing_job;2022-02-18T09:42:00.794400
707;C;3;65;processing;2022-02-18T12:20:59.468000
202;B;1;31;fetching_job;2022-02-18T06:51:04.409000
709;D;3;70;fetching_job;2022-02-18T03:34:52.722199
710;D;4;71;processing;2022-02-18T04:38:02.508999
411;A;3;12;processing;2022-02-18T14:28:13.686800
712;C;2;53;storing_job;2022-02-18T07:42:48.003600
300;B;5;31;processing;2022-02-18T12:08:03.672000
714;C;2;42;storing_job;2022-02-18T02:41:11.829400
306;B;2;31;fetching_job;2022-02-18T09:12:25.982600
716;C;6;55;processing;2022-02-18T09:24:39.844400
628;A;2;12;fetching_job;2022-02-18T13:06:40.760200
390;B;5;31;storing_job;2022-02-18T12:47:12.891600
939;A;1;12;processing;2022-02-18T10:46:31.357000
720;C;4;56;waiting_on_precedent;2022-02-18T08:51:43.654600
721;C;5;45;fetching_job;2022-02-18T05:47:34.967600
722;C;3;53;storing_job;2022-02-18T08:05:57.784200
723;C;6;48;fetching_job;2022-02-18T06:40:03.663800
983;A;1;12;storing_job;2022-02-18T11:35:01.227600
424;B;3;31;processing;2022-02-18T09:58:26.129000
489;B;3;31;storing_job;2022-02-18T10:17:11.107400
727;C;4;59;waiting_on_precedent;2022-02-18T10:17:56.744600
1245;A;3;12;waiting_on_precedent;2022-02-18T13:51:18.897000
1252;A;1;12;waiting_on_next;2022-02-18T10:57:25.577000
517;B;2;31;processing;2022-02-18T09:19:03.982600
731;C;1;42;fetching_job;2022-02-18T02:04:10.067000
732;C;7;46;fetching_job;2022-02-18T06:33:16.381600
1338;A;2;12;processing;2022-02-18T13:16:52.760200
734;C;3;64;fetching_job;2022-02-18T11:57:37.870400
735;C;3;55;fetching_job;2022-02-18T08:21:05.852400
736;D;1;73;processing;2022-02-18T03:33:44.039800
1366;A;1;12;storing_job;2022-02-18T11:35:01.227600
556;B;3;31;fetching_job;2022-02-18T09:51:48.129000
739;C;1;48;fetching_job;2022-02-18T04:08:43.285999
740;C;7;53;waiting_on_precedent;2022-02-18T08:47:57.259600
741;D;1;68;processing;2022-02-18T01:45:59.539600
742;C;2;49;fetching_job;2022-02-18T04:43:12.355599
725;B;1;31;fetching_job;2022-02-18T06:51:04.409000
744;C;5;40;fetching_job;2022-02-18T02:02:55.740800
749;B;5;31;fetching_job;2022-02-18T12:01:25.672000
754;B;5;31;waiting_on_precedent;2022-02-18T11:58:08.984600
141;A;3;13;processing;2022-02-18T15:17:29.271200
748;C;2;49;processing;2022-02-18T04:47:58.355599
770;B;4;31;processing;2022-02-18T11:24:55.427000
222;A;2;13;fetching_job;2022-02-18T14:18:01.686800
751;C;4;59;processing;2022-02-18T10:33:45.552200
250;A;3;13;waiting_on_precedent;2022-02-18T15:00:20.120400
753;C;2;64;processing;2022-02-18T11:28:44.660999
967;B;1;31;waiting_on_next;2022-02-18T06:57:42.409000
333;A;3;13;fetching_job;2022-02-18T15:07:17.271200
756;C;5;57;processing;2022-02-18T09:52:28.576400
757;C;2;64;fetching_job;2022-02-18T11:23:58.660999
758;C;7;55;fetching_job;2022-02-18T09:29:25.844400
759;C;3;41;storing_job;2022-02-18T02:18:28.067000
760;C;6;58;processing;2022-02-18T10:48:58.492800
761;D;4;71;fetching_job;2022-02-18T04:34:42.508999
1029;B;1;31;storing_job;2022-02-18T07:37:48.612800
763;C;4;63;fetching_job;2022-02-18T11:57:37.870400
1071;B;3;31;storing_job;2022-02-18T10:17:11.107400
1077;B;4;31;fetching_job;2022-02-18T11:18:17.427000
766;C;6;50;processing;2022-02-18T07:31:04.456599
767;C;4;57;fetching_job;2022-02-18T09:27:26.842400
768;C;3;52;waiting_on_precedent;2022-02-18T07:37:21.472200
769;C;2;48;fetching_job;2022-02-18T04:33:40.355599
1098;B;4;31;storing_job;2022-02-18T11:54:47.672000
771;D;1;70;processing;2022-02-18T02:37:32.033600
772;C;2;47;storing_job;2022-02-18T04:28:54.355599
773;C;6;52;waiting_on_precedent;2022-02-18T08:17:55.116400
774;C;4;65;waiting_on_precedent;2022-02-18T12:25:45.468000
775;C;6;46;storing_job;2022-02-18T06:11:24.967600
776;C;7;61;fetching_job;2022-02-18T12:11:55.974400
777;D;2;68;storing_job;2022-02-18T02:17:39.201400
778;C;6;41;processing;2022-02-18T02:47:04.067000
1149;B;6;31;fetching_job;2022-02-18T12:53:50.891600
780;D;2;71;fetching_job;2022-02-18T03:14:11.831800
781;C;5;64;processing;2022-02-18T12:30:31.468000
782;C;6;44;fetching_job;2022-02-18T05:47:34.967600
783;C;2;54;fetching_job;2022-02-18T07:49:40.366200
784;C;4;64;waiting_on_precedent;2022-02-18T12:07:09.870400
1202;B;6;31;processing;2022-02-18T13:00:28.891600
1381;B;6;31;waiting_on_precedent;2022-02-18T12:33:55.112800
787;C;4;46;waiting_on_next;2022-02-18T04:48:41.479200
1404;B;1;31;processing;2022-02-18T06:57:42.409000
789;D;3;73;fetching_job;2022-02-18T06:19:26.441799
790;D;4;73;processing;2022-02-18T06:53:12.466199
3;B;6;32;processing;2022-02-18T13:25:22.458800
678;A;1;13;processing;2022-02-18T11:55:25.227600
793;C;2;57;fetching_job;2022-02-18T08:52:55.388600
947;A;2;13;storing_job;2022-02-18T14:57:05.271200
795;C;5;46;processing;2022-02-18T06:01:52.967600
83;B;4;32;fetching_job;2022-02-18T12:01:25.672000
161;B;3;32;storing_job;2022-02-18T11:23:06.973199
214;B;1;32;waiting_on_next;2022-02-18T08:12:38.705599
278;B;2;32;processing;2022-02-18T09:55:16.794400
393;B;2;32;storing_job;2022-02-18T10:48:55.482599
1023;A;1;13;processing;2022-02-18T11:55:25.227600
437;B;3;32;processing;2022-02-18T11:02:11.482599
439;B;5;32;storing_job;2022-02-18T13:00:28.891600
629;B;1;32;processing;2022-02-18T07:51:04.612800
805;C;4;54;processing;2022-02-18T08:37:25.654600
718;B;2;32;fetching_job;2022-02-18T09:48:38.794400
807;C;6;45;processing;2022-02-18T06:01:52.967600
808;C;2;59;processing;2022-02-18T09:41:49.818800
791;B;1;32;storing_job;2022-02-18T08:29:37.068400
810;C;1;49;storing_job;2022-02-18T04:35:18.003799
811;C;2;51;storing_job;2022-02-18T07:08:42.776000
806;B;5;32;fetching_job;2022-02-18T12:53:50.891600
813;B;4;32;storing_job;2022-02-18T12:33:58.789200
814;C;2;43;storing_job;2022-02-18T03:07:20.425000
815;C;1;64;processing;2022-02-18T11:01:34.076199
816;C;2;40;storing_job;2022-02-18T01:39:05.740800
817;C;4;51;fetching_job;2022-02-18T07:37:21.472200
818;C;1;65;fetching_job;2022-02-18T11:23:58.660999
832;B;3;32;waiting_on_precedent;2022-02-18T10:23:49.107400
951;B;1;32;processing;2022-02-18T07:51:04.612800
821;C;6;59;fetching_job;2022-02-18T10:59:20.665000
822;C;3;44;processing;2022-02-18T03:43:29.631000
823;C;6;47;fetching_job;2022-02-18T06:16:10.967600
824;C;5;64;fetching_job;2022-02-18T12:25:45.468000
825;C;2;65;processing;2022-02-18T11:56:33.393000
1005;B;3;32;fetching_job;2022-02-18T10:55:33.482599
827;C;2;63;processing;2022-02-18T11:01:34.076199
1060;A;2;13;processing;2022-02-18T14:28:13.686800
829;C;2;61;waiting_on_precedent;2022-02-18T10:14:50.777000
830;C;5;50;fetching_job;2022-02-18T06:59:55.555800
1018;B;4;32;processing;2022-02-18T12:08:03.672000
1096;B;1;32;fetching_job;2022-02-18T07:44:26.612800
833;C;5;57;storing_job;2022-02-18T09:52:28.576400
1146;A;1;13;storing_job;2022-02-18T12:12:47.487000
1133;B;5;32;processing;2022-02-18T13:00:28.891600
836;C;1;48;processing;2022-02-18T04:13:29.285999
1136;B;6;32;fetching_job;2022-02-18T13:18:44.458800
1257;A;1;13;fetching_job;2022-02-18T11:45:13.227600
1352;B;3;32;waiting_on_precedent;2022-02-18T10:23:49.107400
840;C;2;45;storing_job;2022-02-18T03:43:17.710000
107;B;3;33;fetching_job;2022-02-18T11:36:12.833399
842;C;4;51;waiting_on_precedent;2022-02-18T06:40:17.969000
843;C;1;40;storing_job;2022-02-18T01:29:33.740800
120;A;3;14;processing;2022-02-18T16:26:28.656400
845;C;4;57;waiting_on_precedent;2022-02-18T09:18:25.629000
127;B;5;33;processing;2022-02-18T13:36:32.512400
847;C;2;63;fetching_job;2022-02-18T10:56:48.076199
848;C;4;50;storing_job;2022-02-18T06:35:31.969000
267;B;1;33;fetching_job;2022-02-18T08:36:15.068400
850;C;3;41;fetching_job;2022-02-18T02:13:42.067000
851;D;3;68;processing;2022-02-18T02:50:08.931399
315;B;3;33;waiting_on_precedent;2022-02-18T11:29:44.973199
319;B;3;33;processing;2022-02-18T11:42:50.833399
854;C;3;52;storing_job;2022-02-18T07:56:25.784200
855;C;2;51;processing;2022-02-18T06:50:59.422800
856;C;2;45;fetching_job;2022-02-18T03:38:31.710000
857;C;4;55;storing_job;2022-02-18T08:46:57.654600
238;A;2;14;processing;2022-02-18T15:17:29.271200
332;B;6;33;waiting_on_precedent;2022-02-18T13:25:22.458800
369;B;5;33;storing_job;2022-02-18T14:11:04.163800
861;C;1;47;storing_job;2022-02-18T04:03:57.285999
862;C;2;43;fetching_job;2022-02-18T03:02:34.425000
863;C;5;62;processing;2022-02-18T11:49:36.158000
864;C;2;46;fetching_job;2022-02-18T03:59:11.285999
422;B;4;33;storing_job;2022-02-18T13:23:16.512400
866;C;5;48;storing_job;2022-02-18T06:35:17.663800
867;C;4;50;processing;2022-02-18T06:35:31.969000
429;B;6;33;fetching_job;2022-02-18T14:17:42.163800
869;D;1;71;processing;2022-02-18T02:53:01.326000
870;C;1;62;fetching_job;2022-02-18T10:23:30.532600
298;A;1;14;fetching_job;2022-02-18T12:22:59.487000
872;C;1;64;storing_job;2022-02-18T11:19:12.660999
463;B;3;33;fetching_job;2022-02-18T11:36:12.833399
525;B;4;33;fetching_job;2022-02-18T12:40:36.789200
381;A;1;14;waiting_on_next;2022-02-18T13:01:57.556800
430;A;2;14;storing_job;2022-02-18T16:06:04.656400
542;B;1;33;processing;2022-02-18T08:42:53.068400
878;C;2;52;processing;2022-02-18T07:18:14.776000
592;B;2;33;processing;2022-02-18T11:02:11.482599
672;B;5;33;fetching_job;2022-02-18T13:29:54.512400
841;B;2;33;storing_job;2022-02-18T11:29:34.833399
882;C;4;41;waiting_on_precedent;2022-02-18T02:02:55.740800
883;C;3;45;processing;2022-02-18T04:12:17.967999
884;C;4;58;processing;2022-02-18T09:56:12.691200
885;C;4;40;waiting_on_precedent;2022-02-18T01:00:00
486;A;3;14;fetching_job;2022-02-18T16:16:16.656400
887;C;5;54;storing_job;2022-02-18T08:47:57.259600
860;B;5;33;waiting_on_precedent;2022-02-18T13:07:06.891600
889;D;2;68;fetching_job;2022-02-18T02:02:02.483600
890;C;2;61;storing_job;2022-02-18T10:28:16.532600
891;C;7;57;waiting_on_precedent;2022-02-18T10:37:15.361800
948;B;1;33;storing_job;2022-02-18T09:19:03.982600
893;C;3;57;processing;2022-02-18T09:07:13.388600
792;A;1;14;storing_job;2022-02-18T13:16:52.760200
895;C;6;40;fetching_job;2022-02-18T02:12:27.740800
896;C;1;65;idle;2022-02-18T11:51:47.393000
1100;B;4;33;processing;2022-02-18T12:47:14.789200
898;C;6;45;storing_job;2022-02-18T06:01:52.967600
899;D;2;73;storing_job;2022-02-18T04:12:35.241800
900;C;1;56;processing;2022-02-18T08:03:58.366200
1237;B;1;33;waiting_on_next;2022-02-18T09:03:17.309600
997;A;1;14;processing;2022-02-18T12:33:11.487000
1337;B;6;33;processing;2022-02-18T14:24:20.163800
1356;B;2;33;fetching_job;2022-02-18T10:55:33.482599
905;C;1;40;processing;2022-02-18T01:04:46
1190;A;3;14;waiting_on_precedent;2022-02-18T15:41:57.993000
1194;A;2;14;fetching_job;2022-02-18T15:07:17.271200
1401;B;3;33;storing_job;2022-02-18T12:02:47.501599
909;C;2;55;fetching_job;2022-02-18T07:59:12.366200
19;A;1;15;processing;2022-02-18T13:37:16.760200
911;C;7;40;processing;2022-02-18T02:26:45.740800
912;C;4;54;storing_job;2022-02-18T08:37:25.654600
913;D;3;68;storing_job;2022-02-18T03:04:46.316999
914;D;1;68;storing_job;2022-02-18T01:58:42.483600
915;C;1;50;storing_job;2022-02-18T05:02:28.588600
916;D;2;67;storing_job;2022-02-18T01:54:08.300600
4;B;6;34;processing;2022-02-18T15:10:50.610800
918;C;1;49;processing;2022-02-18T04:35:18.003799
919;D;3;72;processing;2022-02-18T04:35:51.105199
920;C;1;44;storing_job;2022-02-18T03:07:20.425000
921;D;2;67;processing;2022-02-18T01:45:59.539600
922;C;5;57;fetching_job;2022-02-18T09:47:42.576400
923;D;1;70;fetching_job;2022-02-18T02:34:12.033600
194;B;3;34;processing;2022-02-18T12:16:03.501599
232;B;4;34;processing;2022-02-18T13:36:32.512400
926;C;6;65;processing;2022-02-18T13:28:12.910400
272;B;2;34;fetching_job;2022-02-18T11:36:12.833399
928;C;3;44;storing_job;2022-02-18T04:02:45.967999
187;A;1;15;fetching_job;2022-02-18T13:27:04.760200
930;C;6;54;fetching_job;2022-02-18T08:52:43.259600
931;C;3;41;waiting_on_precedent;2022-02-18T01:53:23.740800
932;C;7;41;processing;2022-02-18T02:56:36.067000
285;B;5;34;processing;2022-02-18T14:24:20.163800
934;C;5;61;storing_job;2022-02-18T11:40:04.158000
935;C;2;44;fetching_job;2022-02-18T03:12:06.425000
936;C;1;65;processing;2022-02-18T11:28:44.660999
937;C;6;63;fetching_job;2022-02-18T12:25:40.699600
938;C;6;65;idle;2022-02-18T13:32:58.910400
752;A;1;15;storing_job;2022-02-18T14:36:39.980200
940;D;3;66;storing_job;2022-02-18T02:09:45.291199
941;C;5;52;storing_job;2022-02-18T08:28:53.259600
942;C;7;43;fetching_job;2022-02-18T05:47:34.967600
304;B;6;34;waiting_on_precedent;2022-02-18T14:42:17.349000
944;C;6;42;fetching_job;2022-02-18T03:14:33.829400
945;C;5;53;storing_job;2022-02-18T08:38:25.259600
876;A;3;15;processing;2022-02-18T17:35:39.070800
1024;A;3;15;waiting_on_precedent;2022-02-18T17:09:46.033000
326;B;1;34;processing;2022-02-18T09:32:19.982600
1151;A;2;15;processing;2022-02-18T16:26:28.656400
403;B;3;34;storing_job;2022-02-18T12:45:42.879199
415;B;1;34;storing_job;2022-02-18T09:55:16.794400
